prob,persist,stop,tp,vol_thr,atr_max,ret_pct,win_rate_pct,trades,sharpe,max_dd_pct
0.55,1,2.5,3.0,1.1,0.8,3.651685925592685,53.333333333333336,46,2.740041015873299,3.417015685004343
0.55,1,2.5,3.0,1.1,0.9,3.0730203897498587,52.17391304347826,47,2.283952341518209,3.497334313260614
0.55,1,2.5,3.0,1.2,0.7,3.14714385666357,56.41025641025641,40,2.450615019071268,3.5534743120896994
0.55,1,2.5,3.0,1.2,0.8,3.228656863949908,53.65853658536586,42,2.4239451808292305,3.5534743120897105
0.55,1,2.5,3.0,1.2,0.9,2.6523530102782633,52.38095238095239,43,1.978778139884412,3.5534743120895773
0.55,1,2.5,4.0,1.0,0.7,5.672387351908914,53.65853658536586,42,4.134404535442789,3.025566790937617
0.55,1,2.5,4.0,1.0,0.8,5.545697239163649,51.21951219512195,42,3.8911574754940834,3.713446342836302
0.55,1,2.5,4.0,1.0,0.9,5.427474569572954,52.38095238095239,43,3.7603314110047568,3.497334313260614
0.55,1,2.5,4.0,1.05,0.7,5.530371540451684,53.65853658536586,42,4.041036251881275,3.025566790937617
0.55,1,2.5,4.0,1.05,0.8,5.876876207249593,53.65853658536586,42,4.1380443615906985,3.281337839656573
0.55,1,2.5,4.0,1.05,0.9,5.2857879026385834,52.38095238095239,43,3.671481757087809,3.497334313260614
0.55,1,2.5,4.0,1.1,0.7,4.365609524819258,51.28205128205128,40,3.2820672043430874,3.553474312089666
0.55,1,2.5,4.0,1.1,0.8,4.708289743088523,51.28205128205128,40,3.405758240982947,3.5534743120897327
0.55,1,2.5,4.0,1.1,0.9,4.123725410629531,50.0,41,2.9468243316579534,3.5534743120896883
0.55,1,2.5,4.0,1.2,0.7,3.962805395996316,54.054054054054056,38,3.0089127766368113,3.553474312089633
0.55,1,2.5,4.0,1.2,0.8,4.044962987538869,51.28205128205128,40,2.9629898193412187,3.553474312089655
0.55,1,2.5,4.0,1.2,0.9,3.464101868674563,50.0,41,2.5116503549624953,3.553474312089655
0.55,1,3.0,2.5,1.0,0.7,1.0866254258221408,57.77777777777777,46,0.9797150603270487,3.95620342974512
0.55,1,3.0,2.5,1.0,0.8,2.8148701282589395,59.183673469387756,50,2.269633725246034,3.609504249012585
0.55,1,3.0,2.5,1.0,0.9,2.699706282283776,60.0,51,2.146900722774791,3.6095042490125184
0.55,1,3.0,2.5,1.05,0.7,1.0866254258221408,57.77777777777777,46,0.9797150603270487,3.95620342974512
0.55,1,3.0,2.5,1.05,0.8,3.276275983472421,61.224489795918366,50,2.63603511272321,3.6095042490125517
0.55,1,3.0,2.5,1.05,0.9,2.699706282283776,60.0,51,2.146900722774791,3.6095042490125184
0.55,1,3.0,2.5,1.1,0.7,-0.055695287665635806,53.65853658536586,42,0.05691737433151044,4.479044769380803
0.55,1,3.0,2.5,1.1,0.8,2.1092113122474387,57.77777777777777,46,1.8118107167520718,4.134232942861371
0.55,1,3.0,2.5,1.1,0.9,1.5391570873613203,56.52173913043478,47,1.3228629179019773,4.134232942861393
0.55,1,3.0,2.5,1.2,0.7,0.7894662276832332,56.75675675675676,38,0.7513575150345206,4.61400289374504
0.55,1,3.0,2.5,1.2,0.8,1.8628988397278334,58.97435897435898,40,1.5835704967237048,4.614002893745017
0.55,1,3.0,2.5,1.2,0.9,1.2942197255078947,57.49999999999999,41,1.1120610377701272,4.614002893744951
0.55,1,3.0,3.0,1.0,0.7,1.5849807539830119,53.65853658536586,42,1.2935321981848038,3.9562034297450865
0.55,1,3.0,3.0,1.0,0.8,1.9562189390756268,51.162790697674424,44,1.4992719113262687,3.9562034297452087
0.55,1,3.0,3.0,1.0,0.9,1.842016875896757,52.27272727272727,45,1.4017363808275545,3.9562034297451976
0.55,1,3.0,3.0,1.05,0.7,1.5849807539830119,53.65853658536586,42,1.2935321981848038,3.9562034297450865
0.55,1,3.0,3.0,1.05,0.8,2.4137713955949103,53.48837209302325,44,1.827444694845028,3.9562034297451865
0.55,1,3.0,3.0,1.05,0.9,1.842016875896757,52.27272727272727,45,1.4017363808275545,3.9562034297451976
0.55,1,3.0,3.0,1.1,0.7,1.4188929624016522,53.65853658536586,42,1.1823931502309546,4.479044769380803
0.55,1,3.0,3.0,1.1,0.8,2.246328561109423,53.48837209302325,44,1.7265524514593864,4.47904476938088
0.55,1,3.0,3.0,1.1,0.9,1.6755088394967865,52.27272727272727,45,1.298178685434,4.479044769380758
0.55,1,3.0,3.0,1.2,0.7,1.9845996001412791,56.75675675675676,38,1.579549395046826,4.614002893744928
0.55,1,3.0,3.0,1.2,0.8,1.9636043351626276,53.84615384615385,40,1.5140792204337479,4.6140028937449955
0.55,1,3.0,3.0,1.2,0.9,1.3943630033681265,52.5,41,1.0946097144964901,4.614002893744895
0.55,1,3.0,4.0,1.0,0.7,4.741668997645054,56.75675675675676,38,3.454042894316741,4.091900257845782
0.55,1,3.0,4.0,1.0,0.8,4.2522497096566525,51.28205128205128,40,2.9984835990527494,4.091900257845682
0.55,1,3.0,4.0,1.0,0.9,4.135475842090841,52.5,41,2.882692319384005,4.09190025784577
0.55,1,3.0,4.0,1.05,0.7,4.600904002277306,56.75675675675676,38,3.3608993397970295,4.091900257845782
0.55,1,3.0,4.0,1.05,0.8,4.579370126524052,53.84615384615385,40,3.2357132619206515,4.09190025784577
0.55,1,3.0,4.0,1.05,0.9,3.995525525136645,52.5,41,2.7939079771491535,4.09190025784577
0.55,1,3.0,4.0,1.1,0.7,3.4464007251238327,54.285714285714285,36,2.599112049988001,4.614002893744962
0.55,1,3.0,4.0,1.1,0.8,3.4251045235130118,51.35135135135135,38,2.4981262948497767,4.614002893744884
0.55,1,3.0,4.0,1.1,0.9,2.8477039439251284,50.0,39,2.0645165636341827,4.6140028937448285
0.55,1,3.0,4.0,1.2,0.7,2.7910680333697258,54.285714285714285,36,2.141977270788412,4.614002893744884
0.55,1,3.0,4.0,1.2,0.8,2.769906743143169,51.35135135135135,38,2.057129959969046,4.614002893744951
0.55,1,3.0,4.0,1.2,0.9,2.1961639947934986,50.0,39,1.6310574015848192,4.614002893744784
0.55,2,2.0,2.5,1.0,0.7,2.021341669156107,55.10204081632652,50,1.739447660969724,3.7513927192285745
0.55,2,2.0,2.5,1.0,0.8,4.1277133712311675,58.82352941176471,52,3.2940014568837763,2.9298336529041458
0.55,2,2.0,2.5,1.0,0.9,3.7600986171457462,59.61538461538461,53,2.966229455573196,2.711962830201131
0.55,2,2.0,2.5,1.05,0.7,2.021341669156107,55.10204081632652,50,1.739447660969724,3.7513927192285745
0.55,2,2.0,2.5,1.05,0.8,4.595010918556408,60.78431372549019,52,3.6735049196303993,2.5683077474143
0.55,2,2.0,2.5,1.05,0.9,3.7600986171457462,59.61538461538461,53,2.966229455573196,2.711962830201131
0.55,2,2.0,2.5,1.1,0.7,0.9288112240732227,51.11111111111111,46,0.8918811361554302,3.5258360450186155
0.55,2,2.0,2.5,1.1,0.8,3.4749194557047947,57.446808510638306,48,2.934340954980035,3.098704486396331
0.55,2,2.0,2.5,1.1,0.9,2.648948098349191,56.25,49,2.2138564661995312,3.0987044863963087
0.55,2,2.0,2.5,1.2,0.7,1.9383869033574141,56.41025641025641,40,1.7031124049426865,3.553474312089644
0.55,2,2.0,2.5,1.2,0.8,3.1267019252214867,58.536585365853654,42,2.60546950641418,3.5534743120896772
0.55,2,2.0,2.5,1.2,0.9,2.303510156463884,57.14285714285714,43,1.90920325362002,3.5534743120897105
0.55,2,2.0,3.0,1.0,0.7,2.5243051323516674,51.11111111111111,46,2.0000836534626862,3.5453581376041488
0.55,2,2.0,3.0,1.0,0.8,3.2580980636243817,51.11111111111111,46,2.4232898477163687,3.713446342836302
0.55,2,2.0,3.0,1.0,0.9,2.8935534184188594,52.17391304347826,47,2.140922869608885,3.497334313260614
0.55,2,2.0,3.0,1.05,0.7,2.5243051323516674,51.11111111111111,46,2.0000836534626862,3.5453581376041488
0.55,2,2.0,3.0,1.05,0.8,3.7214930082014375,53.333333333333336,46,2.7611734906653607,3.281337839656573
0.55,2,2.0,3.0,1.05,0.9,2.8935534184188594,52.17391304347826,47,2.140922869608885,3.497334313260614
0.55,2,2.0,3.0,1.1,0.7,2.4179249815071024,51.11111111111111,46,1.942288941690879,3.5258360450186155
0.55,2,2.0,3.0,1.1,0.8,3.6138706443355817,53.333333333333336,46,2.7134268953919625,3.417015685004443
0.55,2,2.0,3.0,1.1,0.9,2.786790132196626,52.17391304347826,47,2.0869485441279134,3.497334313260614
0.55,2,2.0,3.0,1.2,0.7,3.14714385666357,56.41025641025641,40,2.450615019071268,3.5534743120896994
0.55,2,2.0,3.0,1.2,0.8,3.228656863949908,53.65853658536586,42,2.4239451808292305,3.5534743120897105
0.55,2,2.0,3.0,1.2,0.9,2.4046512568289824,52.38095238095239,43,1.808843400672567,3.5534743120895773
0.55,2,2.0,4.0,1.0,0.7,5.570668420030467,53.65853658536586,42,4.064587891129539,3.0255667909376727
0.55,2,2.0,4.0,1.0,0.8,5.444100257619389,51.21951219512195,42,3.8241807759925566,3.713446342836302
0.55,2,2.0,4.0,1.0,0.9,5.071838102512327,52.38095238095239,43,3.5307830667938487,3.497334313260614
0.55,2,2.0,4.0,1.05,0.7,5.428789311235138,53.65853658536586,42,3.9711321602684846,3.0255667909376727
0.55,2,2.0,4.0,1.05,0.8,5.774960436930288,53.65853658536586,42,4.07059179757415,3.281337839656573
0.55,2,2.0,4.0,1.05,0.9,4.930629384479479,52.38095238095239,43,3.4416225587084623,3.497334313260614
0.55,2,2.0,4.0,1.1,0.7,4.327533782562609,51.28205128205128,40,3.2551032667255226,3.553474312089744
0.55,2,2.0,4.0,1.1,0.8,4.670088980686726,51.28205128205128,40,3.379771166694345,3.553474312089777
0.55,2,2.0,4.0,1.1,0.9,3.834577381116233,50.0,41,2.7547010554839,3.5534743120896106
0.55,2,2.0,4.0,1.2,0.7,3.962805395996316,54.054054054054056,38,3.0089127766368113,3.553474312089633
0.55,2,2.0,4.0,1.2,0.8,4.044962987538869,51.28205128205128,40,2.9629898193412187,3.553474312089655
0.55,2,2.0,4.0,1.2,0.9,3.214441352374875,50.0,41,2.3440124645525837,3.553474312089655
0.55,2,2.5,2.5,1.0,0.7,2.021341669156107,55.10204081632652,50,1.739447660969724,3.7513927192285745
0.55,2,2.5,2.5,1.0,0.8,4.1277133712311675,58.82352941176471,52,3.2940014568837763,2.9298336529041458
0.55,2,2.5,2.5,1.0,0.9,3.7600986171457462,59.61538461538461,53,2.966229455573196,2.711962830201131
0.55,2,2.5,2.5,1.05,0.7,2.021341669156107,55.10204081632652,50,1.739447660969724,3.7513927192285745
0.55,2,2.5,2.5,1.05,0.8,4.595010918556408,60.78431372549019,52,3.6735049196303993,2.5683077474143
0.55,2,2.5,2.5,1.05,0.9,3.7600986171457462,59.61538461538461,53,2.966229455573196,2.711962830201131
0.55,2,2.5,2.5,1.1,0.7,0.9288112240732227,51.11111111111111,46,0.8918811361554302,3.5258360450186155
0.55,2,2.5,2.5,1.1,0.8,3.4749194557047947,57.446808510638306,48,2.934340954980035,3.098704486396331
0.55,2,2.5,2.5,1.1,0.9,2.648948098349191,56.25,49,2.2138564661995312,3.0987044863963087
0.55,2,2.5,2.5,1.2,0.7,1.9383869033574141,56.41025641025641,40,1.7031124049426865,3.553474312089644
0.55,2,2.5,2.5,1.2,0.8,3.1267019252214867,58.536585365853654,42,2.60546950641418,3.5534743120896772
0.55,2,2.5,2.5,1.2,0.9,2.303510156463884,57.14285714285714,43,1.90920325362002,3.5534743120897105
0.55,2,2.5,3.0,1.0,0.7,2.5243051323516674,51.11111111111111,46,2.0000836534626862,3.5453581376041488
0.55,2,2.5,3.0,1.0,0.8,3.2580980636243817,51.11111111111111,46,2.4232898477163687,3.713446342836302
0.55,2,2.5,3.0,1.0,0.9,2.8935534184188594,52.17391304347826,47,2.140922869608885,3.497334313260614
0.55,2,2.5,3.0,1.05,0.7,2.5243051323516674,51.11111111111111,46,2.0000836534626862,3.5453581376041488
0.55,2,2.5,3.0,1.05,0.8,3.7214930082014375,53.333333333333336,46,2.7611734906653607,3.281337839656573
0.55,2,2.5,3.0,1.05,0.9,2.8935534184188594,52.17391304347826,47,2.140922869608885,3.497334313260614
0.55,2,2.5,3.0,1.1,0.7,2.4179249815071024,51.11111111111111,46,1.942288941690879,3.5258360450186155
0.55,2,2.5,3.0,1.1,0.8,3.6138706443355817,53.333333333333336,46,2.7134268953919625,3.417015685004443
0.55,2,2.5,3.0,1.1,0.9,2.786790132196626,52.17391304347826,47,2.0869485441279134,3.497334313260614
0.55,2,2.5,3.0,1.2,0.7,3.14714385666357,56.41025641025641,40,2.450615019071268,3.5534743120896994
0.55,2,2.5,3.0,1.2,0.8,3.228656863949908,53.65853658536586,42,2.4239451808292305,3.5534743120897105
0.55,2,2.5,3.0,1.2,0.9,2.4046512568289824,52.38095238095239,43,1.808843400672567,3.5534743120895773
0.55,2,2.5,4.0,1.0,0.7,5.570668420030467,53.65853658536586,42,4.064587891129539,3.0255667909376727
0.55,2,2.5,4.0,1.0,0.8,5.444100257619389,51.21951219512195,42,3.8241807759925566,3.713446342836302
0.55,2,2.5,4.0,1.0,0.9,5.071838102512327,52.38095238095239,43,3.5307830667938487,3.497334313260614
0.55,2,2.5,4.0,1.05,0.7,5.428789311235138,53.65853658536586,42,3.9711321602684846,3.0255667909376727
0.55,2,2.5,4.0,1.05,0.8,5.774960436930288,53.65853658536586,42,4.07059179757415,3.281337839656573
0.55,2,2.5,4.0,1.05,0.9,4.930629384479479,52.38095238095239,43,3.4416225587084623,3.497334313260614
0.55,2,2.5,4.0,1.1,0.7,4.327533782562609,51.28205128205128,40,3.2551032667255226,3.553474312089744
0.55,2,2.5,4.0,1.1,0.8,4.670088980686726,51.28205128205128,40,3.379771166694345,3.553474312089777
0.55,2,2.5,4.0,1.1,0.9,3.834577381116233,50.0,41,2.7547010554839,3.5534743120896106
0.55,2,2.5,4.0,1.2,0.7,3.962805395996316,54.054054054054056,38,3.0089127766368113,3.553474312089633
0.55,2,2.5,4.0,1.2,0.8,4.044962987538869,51.28205128205128,40,2.9629898193412187,3.553474312089655
0.55,2,2.5,4.0,1.2,0.9,3.214441352374875,50.0,41,2.3440124645525837,3.553474312089655
0.55,2,3.0,2.5,1.0,0.7,0.9893206916036901,57.77777777777777,46,0.9021535077416126,3.9562034297450643
0.55,2,3.0,2.5,1.0,0.8,2.7159018070849195,59.183673469387756,50,2.194960171812804,3.609504249012563
0.55,2,3.0,2.5,1.0,0.9,2.353271343388341,60.0,51,1.8908619460769829,3.609504249012596
0.55,2,3.0,2.5,1.05,0.7,0.9893206916036901,57.77777777777777,46,0.9021535077416126,3.9562034297450643
0.55,2,3.0,2.5,1.05,0.8,3.17686351873423,61.224489795918366,50,2.560814169709491,3.609504249012474
0.55,2,3.0,2.5,1.05,0.9,2.353271343388341,60.0,51,1.8908619460769829,3.609504249012596
0.55,2,3.0,2.5,1.1,0.7,-0.09215800372261995,53.65853658536586,42,0.02615544226228858,4.47904476938078
0.55,2,3.0,2.5,1.1,0.8,2.0719587725495536,57.77777777777777,46,1.7820479795314519,4.134232942861427
0.55,2,3.0,2.5,1.1,0.9,1.2571863158152174,56.52173913043478,47,1.103044430467883,4.134232942861349
0.55,2,3.0,2.5,1.2,0.7,0.7894662276832332,56.75675675675676,38,0.7513575150345206,4.61400289374504
0.55,2,3.0,2.5,1.2,0.8,1.8628988397278334,58.97435897435898,40,1.5835704967237048,4.614002893745017
0.55,2,3.0,2.5,1.2,0.9,1.0497951691826657,57.49999999999999,41,0.9249958472638962,4.614002893744951
0.55,2,3.0,3.0,1.0,0.7,1.4871963090949736,53.65853658536586,42,1.2215484312015672,3.956203429745131
0.55,2,3.0,3.0,1.0,0.8,1.8580771449066447,51.162790697674424,44,1.4309447461828406,3.9562034297451754
0.55,2,3.0,3.0,1.0,0.9,1.4984751641375915,52.27272727272727,45,1.166197729590206,3.9562034297451643
0.55,2,3.0,3.0,1.05,0.7,1.4871963090949736,53.65853658536586,42,1.2215484312015672,3.956203429745131
0.55,2,3.0,3.0,1.05,0.8,2.3151891670956104,53.48837209302325,44,1.7586999536280712,3.9562034297451865
0.55,2,3.0,3.0,1.05,0.9,1.4984751641375915,52.27272727272727,45,1.166197729590206,3.9562034297451643
0.55,2,3.0,3.0,1.1,0.7,1.3818922717914628,53.65853658536586,42,1.1547811075417864,4.479044769380813
0.55,2,3.0,3.0,1.1,0.8,2.2090259968771786,53.48837209302325,44,1.7002072750644002,4.479044769380791
0.55,2,3.0,3.0,1.1,0.9,1.393159423791679,52.27272727272727,45,1.102357871956111,4.4790447693808915
0.55,2,3.0,3.0,1.2,0.7,1.9845996001412791,56.75675675675676,38,1.579549395046826,4.614002893744928
0.55,2,3.0,3.0,1.2,0.8,1.9636043351626276,53.84615384615385,40,1.5140792204337479,4.6140028937449955
0.55,2,3.0,3.0,1.2,0.9,1.1496967997274732,52.5,41,0.925978962243164,4.614002893744895
0.55,2,3.0,4.0,1.0,0.7,4.6408459637325095,56.75675675675676,38,3.3849728450432095,4.09190025784566
0.55,2,3.0,4.0,1.0,0.8,4.151897784691516,51.28205128205128,40,2.9322360627930277,4.0919002578457935
0.55,2,3.0,4.0,1.0,0.9,3.7841976494248364,52.5,41,2.6550099281506725,4.091900257845749
0.55,2,3.0,4.0,1.05,0.7,4.500216467006735,56.75675675675676,38,3.29174426627952,4.09190025784566
0.55,2,3.0,4.0,1.05,0.8,4.478703319495625,53.84615384615385,40,3.169006359559499,4.091900257845682
0.55,2,3.0,4.0,1.05,0.9,3.644719424176235,52.5,41,2.5659214153388747,4.091900257845749
0.55,2,3.0,4.0,1.1,0.7,3.408660338139047,54.285714285714285,36,2.572451531509834,4.614002893745006
0.55,2,3.0,4.0,1.1,0.8,3.3873719060289575,51.35135135135135,38,2.472441245063025,4.614002893744928
0.55,2,3.0,4.0,1.1,0.9,2.5620993824470473,50.0,39,1.8739096408293616,4.614002893744873
0.55,2,3.0,4.0,1.2,0.7,2.7910680333697258,54.285714285714285,36,2.141977270788412,4.614002893744884
0.55,2,3.0,4.0,1.2,0.8,2.769906743143169,51.35135135135135,38,2.057129959969046,4.614002893744951
0.55,2,3.0,4.0,1.2,0.9,1.9495630326629598,50.0,39,1.46467318005475,4.614002893744784
0.55,3,2.0,2.5,1.0,0.7,1.3010656212327554,53.191489361702125,48,1.1243661700684024,3.7513927192285745
0.55,3,2.0,2.5,1.0,0.8,2.278259790764814,55.319148936170215,48,1.828144413578656,3.0255667909376283
0.55,3,2.0,2.5,1.0,0.9,2.507820009355166,55.319148936170215,48,1.9868120879292788,3.025566790937695
0.55,3,2.0,2.5,1.05,0.7,1.3010656212327554,53.191489361702125,48,1.1243661700684024,3.7513927192285745
0.55,3,2.0,2.5,1.05,0.8,2.737257481173394,57.446808510638306,48,2.182972230555466,3.0255667909375727
0.55,3,2.0,2.5,1.05,0.9,2.507820009355166,55.319148936170215,48,1.9868120879292788,3.025566790937695
0.55,3,2.0,2.5,1.1,0.7,0.2162484986603097,48.837209302325576,44,0.2836473184343641,3.553474312089644
0.55,3,2.0,2.5,1.1,0.8,1.6370604066585193,53.48837209302325,44,1.4046695837672776,3.553474312089666
0.55,3,2.0,2.5,1.1,0.9,1.410079944512166,51.162790697674424,44,1.2111950283942787,3.553474312089666
0.55,3,2.0,2.5,1.2,0.7,1.7394628483051289,53.84615384615385,40,1.5405295446327099,3.5534743120896883
0.55,3,2.0,2.5,1.2,0.8,2.9254589749030835,56.09756097560976,42,2.4470026669012372,3.5534743120897105
0.55,3,2.0,2.5,1.2,0.9,2.6956012030306287,53.65853658536586,42,2.233631250704608,3.553474312089566
0.55,3,2.0,3.0,1.0,0.7,1.4031792524975328,51.162790697674424,44,1.1426299380463631,3.5453581376041488
0.55,3,2.0,3.0,1.0,0.8,1.2816074726395899,48.837209302325576,44,1.0206403995849396,3.713446342836302
0.55,3,2.0,3.0,1.0,0.9,1.5089307376048744,48.837209302325576,44,1.1731124191611142,3.497334313260614
0.55,3,2.0,3.0,1.05,0.7,1.4031792524975328,51.162790697674424,44,1.1426299380463631,3.5453581376041488
0.55,3,2.0,3.0,1.05,0.8,1.7361324519058696,51.162790697674424,44,1.3426827132640544,3.281337839656573
0.55,3,2.0,3.0,1.05,0.9,1.5089307376048744,48.837209302325576,44,1.1731124191611142,3.497334313260614
0.55,3,2.0,3.0,1.1,0.7,1.2979623920557737,51.162790697674424,44,1.0759398996250438,3.5534743120896772
0.55,3,2.0,3.0,1.1,0.8,1.6305701161982267,51.162790697674424,44,1.280110755850678,3.5534743120896106
0.55,3,2.0,3.0,1.1,0.9,1.4036041484608797,48.837209302325576,44,1.1093617710022363,3.5534743120896772
0.55,3,2.0,3.0,1.2,0.7,2.83761800895328,56.41025641025641,40,2.227090785329631,3.553474312089766
0.55,3,2.0,3.0,1.2,0.8,2.9188864105073042,53.65853658536586,42,2.2087519860248843,3.553474312089744
0.55,3,2.0,3.0,1.2,0.9,2.689043316781903,51.21951219512195,42,2.0238056472160384,3.5534743120896772
0.55,3,2.0,4.0,1.0,0.7,4.625257479697953,53.65853658536586,42,3.427389800561743,3.0255667909376727
0.55,3,2.0,4.0,1.0,0.8,4.4998227658786805,51.21951219512195,42,3.2113164864992227,3.713446342836302
