symbol,prob_thresh,persist,atr_stop,atr_tp,ret_pct,win_rate_pct,trades,sharpe,max_dd_pct
SOL,0.6,1,1.5,4.0,-4.561097975580653,32.758620689655174,59,-1.8532823031108727,12.094230612155565
SOL,0.6,1,1.5,5.0,-2.4241737376719863,31.48148148148148,55,-0.8331534524265366,12.048905469135619
SOL,0.6,1,2.0,3.0,-0.02681796616765819,44.827586206896555,59,0.1880038751855889,10.1848128117639
SOL,0.6,1,2.0,4.0,-4.800100162267096,32.608695652173914,47,-1.8576135647465268,12.305741061759424
SOL,0.6,1,2.0,5.0,-2.4287257862570133,32.608695652173914,47,-0.8059178683574901,12.305741061759479
SOL,0.6,1,2.5,3.0,0.9123674877567156,47.82608695652174,47,0.5988038586870233,8.98282111446801
SOL,0.6,1,2.5,4.0,-1.4284402812866248,35.294117647058826,35,-0.3924671067912353,11.132133630274964
SOL,0.6,1,2.5,5.0,0.6573774631307039,35.294117647058826,35,0.4826219266264045,11.132133630274954
SOL,0.6,2,1.5,3.0,-7.449311782070711,33.33333333333333,67,-3.4520365944551537,13.997015479210074
SOL,0.6,2,1.5,4.0,-5.819276029491305,31.03448275862069,59,-2.4777452950098593,12.511794018335609
SOL,0.6,2,1.5,5.0,-4.589651004391248,29.629629629629626,55,-1.8099918205525285,13.027065735410915
SOL,0.6,2,2.0,3.0,-3.098645951709733,40.0,61,-1.2364965991757306,10.676610699525268
SOL,0.6,2,2.0,4.0,-6.063043246126654,30.434782608695656,47,-2.455900897681354,12.257388884342813
SOL,0.6,2,2.0,5.0,-4.602140950049993,30.434782608695656,47,-1.7624219214751375,12.257388884342735
SOL,0.6,2,2.5,3.0,-1.2542976013943163,43.47826086956522,47,-0.38477423204363415,8.557051361361435
SOL,0.6,2,2.5,4.0,-1.7182282447564479,35.294117647058826,35,-0.5250122697903652,10.716418157804098
SOL,0.6,2,2.5,5.0,-0.5548479210134794,35.294117647058826,35,-0.02288382234515186,10.716418157804263
SOL,0.6,3,1.5,3.0,-6.685146643866268,32.8125,65,-2.9691736346468938,12.685098948447159
SOL,0.6,3,1.5,4.0,-5.6031586080629525,30.357142857142854,57,-2.3815084639741,12.460220578714654
SOL,0.6,3,1.5,5.0,-4.370711950482886,28.846153846153843,53,-1.7159733746858215,12.975796043415066
SOL,0.6,3,2.0,3.0,-1.853368622676299,39.285714285714285,57,-0.6295207804208757,9.935588761463066
SOL,0.6,3,2.0,4.0,-6.188023758010674,29.545454545454547,45,-2.517981848501441,12.194491100272087
SOL,0.6,3,2.0,5.0,-4.729065151862832,29.545454545454547,45,-1.8221447505870256,12.062402278142292
SOL,0.6,3,2.5,3.0,-1.4582020725115608,40.909090909090914,45,-0.45304375749441445,8.400235163722325
SOL,0.6,3,2.5,4.0,-1.9745730167044506,34.375,33,-0.6372114579590833,10.56330507446075
SOL,0.6,3,2.5,5.0,-0.8142270955616149,34.375,33,-0.1329210763473565,10.563305074460605
