symbol,timeframe,strategy,params,return_pct,buy_hold_pct,sharpe,max_dd_pct,trades,win_rate_pct
SOL,15m,sma,"fast=12,slow=40",-7.333060208799981,-33.26906429527032,-3.4925739747313367,-16.399778847713463,26,34.61538461538461
SOL,15m,sma,"fast=12,slow=50",-1.8844554190399705,-33.300558483442146,-0.49398946201402,-14.1371173582707,22,31.818181818181817
SOL,15m,sma,"fast=12,slow=80",-6.565078872239997,-33.45236226652017,-3.2155095401816562,-14.644403450321363,16,18.75
SOL,15m,sma,"fast=12,slow=120",2.1661245511199816,-33.0689083589865,0.8152615269263628,-8.945048267151634,9,44.44444444444444
SOL,15m,sma,"fast=12,slow=200",-6.126975732000009,-30.598297593714197,-5.23207001547286,-13.77667225641187,9,33.33333333333333
SOL,15m,sma,"fast=20,slow=40",-6.20243506064004,-33.26906429527032,-2.767664345510237,-15.17438070333399,27,33.33333333333333
SOL,15m,sma,"fast=20,slow=50",2.1437535481599856,-33.300558483442146,0.5017266123611166,-10.82437496167904,17,35.294117647058826
SOL,15m,sma,"fast=20,slow=80",-1.9091002030399977,-33.45236226652017,-0.5231634374110798,-11.991711213019885,13,38.46153846153847
SOL,15m,sma,"fast=20,slow=120",-1.0323420033599948,-33.0689083589865,-0.4809510086760371,-9.394135162243389,8,25.0
SOL,15m,sma,"fast=20,slow=200",-4.179580217359971,-30.598297593714197,-2.933256882539655,-12.220648933091793,7,42.857142857142854
SOL,15m,sma,"fast=30,slow=40",2.7651732252799093,-33.26906429527032,0.571805147615503,-12.849743654361333,37,27.027027027027028
SOL,15m,sma,"fast=30,slow=50",7.133356476560049,-33.300558483442146,1.081512849931579,-12.414365500495183,14,35.714285714285715
SOL,15m,sma,"fast=30,slow=80",-4.824102428240015,-33.45236226652017,-2.160183098814459,-15.548225380158854,12,41.66666666666667
SOL,15m,sma,"fast=30,slow=120",-7.164633211920014,-33.0689083589865,-6.053478114850893,-13.392599953112994,9,22.22222222222222
SOL,15m,sma,"fast=30,slow=200",-1.81038857632,-30.598297593714197,-1.059722791712539,-10.783007634795993,7,28.57142857142857
SOL,15m,rsi_mr,"lower=20,upper=60,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=20,upper=60,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=20,upper=60,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=20,upper=65,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=20,upper=65,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=20,upper=65,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=20,upper=70,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=20,upper=70,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=20,upper=70,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=20,upper=75,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=20,upper=75,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=20,upper=75,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=60,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=60,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=60,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=65,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=65,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=65,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=70,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=70,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=70,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=75,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=75,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=25,upper=75,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=60,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=60,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=60,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=65,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=65,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=65,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=70,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=70,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=70,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=75,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=75,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=30,upper=75,trend=100",0.0,-33.17966903073286,,-0.0,0,
SOL,15m,rsi_mr,"lower=35,upper=60,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=35,upper=60,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=35,upper=60,trend=100",2.0282346814399936,-33.17966903073286,3.3970012058192753,-1.4877728367750365,1,100.0
SOL,15m,rsi_mr,"lower=35,upper=65,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=35,upper=65,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=35,upper=65,trend=100",3.364758905999991,-33.17966903073286,3.032168850572032,-1.4877728367750365,1,100.0
SOL,15m,rsi_mr,"lower=35,upper=70,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=35,upper=70,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=35,upper=70,trend=100",3.980895402159996,-33.17966903073286,2.88125804800583,-1.4877728367750365,1,100.0
SOL,15m,rsi_mr,"lower=35,upper=75,trend=20",0.0,-33.50976240884498,,-0.0,0,
SOL,15m,rsi_mr,"lower=35,upper=75,trend=50",0.0,-33.300558483442146,,-0.0,0,
SOL,15m,rsi_mr,"lower=35,upper=75,trend=100",-3.6692708648000143,-33.17966903073286,-2.402418874155029,-13.480685753880417,1,0.0
SOL,1h,sma,"fast=8,slow=40",-30.598462447200014,-35.32529936694379,-8.485863590905824,-35.62339420541218,33,24.242424242424242
SOL,1h,sma,"fast=8,slow=50",-34.515866631599955,-36.54968572283747,-13.469570345917306,-37.97804799519996,32,28.125
SOL,1h,sma,"fast=8,slow=80",-20.07694338792,-38.961272674920814,-5.238616159526315,-24.38097934670257,18,27.77777777777778
SOL,1h,sma,"fast=8,slow=120",-23.336193713200046,-39.951136605056305,-6.675293981044745,-26.335116578169337,17,17.647058823529413
SOL,1h,sma,"fast=8,slow=200",-13.032017407199985,-38.416006972183894,-2.6699250670897783,-24.235784872238497,11,18.181818181818183
SOL,1h,sma,"fast=12,slow=40",-30.575471406239956,-35.32529936694379,-9.229510482983436,-35.17219907965002,29,27.586206896551722
SOL,1h,sma,"fast=12,slow=50",-37.21157599008001,-36.54968572283747,-17.54042529559634,-38.33021567328,27,14.814814814814813
SOL,1h,sma,"fast=12,slow=80",-23.126990941200056,-38.961272674920814,-6.474616654328463,-26.42121397801026,18,27.77777777777778
SOL,1h,sma,"fast=12,slow=120",-21.194278744160012,-39.951136605056305,-5.695348687833566,-24.642598803712033,13,23.076923076923077
SOL,1h,sma,"fast=12,slow=200",-13.991832218400042,-38.416006972183894,-2.859732606672132,-24.679188673942342,9,22.22222222222222
SOL,1h,sma,"fast=20,slow=40",-37.07125900120006,-35.32529936694379,-14.512292026915942,-37.93529644171101,27,29.629629629629626
SOL,1h,sma,"fast=20,slow=50",-40.34477001168003,-36.54968572283747,-21.63970419588858,-40.59589638608002,25,24.0
SOL,1h,sma,"fast=20,slow=80",-23.203491217520043,-38.961272674920814,-6.610199154057953,-26.480674006376837,16,25.0
SOL,1h,sma,"fast=20,slow=120",-21.02845073392,-39.951136605056305,-5.7654521915745764,-24.98764137425985,12,16.666666666666664
SOL,1h,sma,"fast=20,slow=200",-19.390045888000003,-38.416006972183894,-4.96501110866478,-24.514394862488032,9,11.11111111111111
SOL,1h,sma,"fast=30,slow=40",-32.83006407120006,-35.32529936694379,-10.811645955653278,-37.16853615568346,28,25.0
SOL,1h,sma,"fast=30,slow=50",-25.333927572000036,-36.54968572283747,-6.240554166770783,-29.10136039071618,20,20.0
SOL,1h,sma,"fast=30,slow=80",-17.70718208576003,-38.961272674920814,-4.189707824360113,-23.195022991177293,15,26.666666666666668
SOL,1h,sma,"fast=30,slow=120",-26.32842584848,-39.951136605056305,-8.073610539384912,-28.164289767520057,10,20.0
SOL,1h,sma,"fast=30,slow=200",-14.687439772000035,-38.416006972183894,-3.243332493335673,-19.662233427406573,9,22.22222222222222
SOL,1h,rsi_mr,"lower=20,upper=60,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=20,upper=60,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=20,upper=60,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=20,upper=65,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=20,upper=65,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=20,upper=65,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=20,upper=70,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=20,upper=70,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=20,upper=70,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=20,upper=75,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=20,upper=75,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=20,upper=75,trend=100",0.0,-41.318339100346016,,-0.0,0,
