symbol,timeframe,strategy,params,return_pct,buy_hold_pct,sharpe,max_dd_pct,trades,win_rate_pct
SOL,1h,rsi_mr,"lower=25,upper=60,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=25,upper=60,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=25,upper=60,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=25,upper=65,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=25,upper=65,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=25,upper=65,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=25,upper=70,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=25,upper=70,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=25,upper=70,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=25,upper=75,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=25,upper=75,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=25,upper=75,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=60,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=60,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=60,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=65,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=65,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=65,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=70,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=70,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=70,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=75,trend=20",0.0,-34.71783817075987,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=75,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=30,upper=75,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=35,upper=60,trend=20",-3.0156773327999984,-34.71783817075987,-0.992394496035579,-6.600486433893815,1,0.0
SOL,1h,rsi_mr,"lower=35,upper=60,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=35,upper=60,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=35,upper=65,trend=20",-6.094614211199991,-34.71783817075987,-1.4063973724173473,-12.51048328583927,1,0.0
SOL,1h,rsi_mr,"lower=35,upper=65,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=35,upper=65,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=35,upper=70,trend=20",-38.143818519839996,-34.71783817075987,-10.88769623482794,-43.987156217777304,1,0.0
SOL,1h,rsi_mr,"lower=35,upper=70,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=35,upper=70,trend=100",0.0,-41.318339100346016,,-0.0,0,
SOL,1h,rsi_mr,"lower=35,upper=75,trend=20",-37.38375245952,-34.71783817075987,-10.103336337835497,-43.987156217777304,1,0.0
SOL,1h,rsi_mr,"lower=35,upper=75,trend=50",0.0,-36.54968572283747,,-0.0,0,
SOL,1h,rsi_mr,"lower=35,upper=75,trend=100",0.0,-41.318339100346016,,-0.0,0,
