symbol,timeframe,prob,persist,rsi_entry,rsi_exit,stop,tp,vol_thr,atr_max,oos_avg_ret_pct,oos_avg_win_rate_pct,oos_avg_trades,oos_avg_sharpe,oos_avg_max_dd_pct,oos_positive_folds,oos_min_trades_fold
BTC,15m,0.5,2,52,45,2.0,2.5,1.0,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.5,2,52,45,2.0,2.5,1.03,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.5,2,52,45,2.0,2.5,1.03,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.5,2,52,45,2.0,3.0,1.0,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.5,2,52,45,2.0,3.0,1.0,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.5,2,52,45,2.0,3.0,1.03,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.5,2,52,45,2.0,3.0,1.03,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.5,2,52,45,2.5,2.5,1.0,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.5,2,52,45,2.5,2.5,1.0,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.5,2,52,45,2.5,2.5,1.03,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.5,2,52,45,2.5,2.5,1.03,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.5,2,52,45,2.5,3.0,1.0,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.5,2,52,45,2.5,3.0,1.0,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.5,2,52,45,2.5,3.0,1.03,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.5,2,52,45,2.5,3.0,1.03,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.5,2,55,45,2.0,2.5,1.0,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.5,2,55,45,2.0,2.5,1.0,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.5,2,55,45,2.0,2.5,1.03,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.5,2,55,45,2.0,2.5,1.03,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.5,2,55,45,2.0,3.0,1.0,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.5,2,55,45,2.0,3.0,1.0,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.5,2,55,45,2.0,3.0,1.03,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.5,2,55,45,2.0,3.0,1.03,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.5,2,55,45,2.5,2.5,1.0,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.5,2,55,45,2.5,2.5,1.0,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.5,2,55,45,2.5,2.5,1.03,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.5,2,55,45,2.5,2.5,1.03,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.5,2,55,45,2.5,3.0,1.0,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.5,2,55,45,2.5,3.0,1.0,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.5,2,55,45,2.5,3.0,1.03,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.5,2,55,45,2.5,3.0,1.03,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.55,1,52,45,2.0,2.5,1.0,0.9,-1.8742002350925044,15.277777777777777,11.333333333333334,-5.609387611662019,3.720859523135111,0,4
BTC,15m,0.55,1,52,45,2.0,2.5,1.0,0.95,-1.8742002350925044,15.277777777777777,11.333333333333334,-5.609387611662019,3.720859523135111,0,4
BTC,15m,0.55,1,52,45,2.0,2.5,1.03,0.9,-1.8742002350925044,15.277777777777777,11.333333333333334,-5.609387611662019,3.720859523135111,0,4
BTC,15m,0.55,1,52,45,2.0,2.5,1.03,0.95,-1.8742002350925044,15.277777777777777,11.333333333333334,-5.609387611662019,3.720859523135111,0,4
BTC,15m,0.55,1,52,45,2.0,3.0,1.0,0.9,-1.790695095323602,23.412698412698408,10.666666666666666,-5.246997232515924,3.720859523135086,1,4
BTC,15m,0.55,1,52,45,2.0,3.0,1.0,0.95,-1.790695095323602,23.412698412698408,10.666666666666666,-5.246997232515924,3.720859523135086,1,4
BTC,15m,0.55,1,52,45,2.0,3.0,1.03,0.9,-1.790695095323602,23.412698412698408,10.666666666666666,-5.246997232515924,3.720859523135086,1,4
BTC,15m,0.55,1,52,45,2.0,3.0,1.03,0.95,-1.790695095323602,23.412698412698408,10.666666666666666,-5.246997232515924,3.720859523135086,1,4
BTC,15m,0.55,1,52,45,2.5,2.5,1.0,0.9,-1.8742002350925044,15.277777777777777,11.333333333333334,-5.609387611662019,3.720859523135111,0,4
BTC,15m,0.55,1,52,45,2.5,2.5,1.0,0.95,-1.8742002350925044,15.277777777777777,11.333333333333334,-5.609387611662019,3.720859523135111,0,4
BTC,15m,0.55,1,52,45,2.5,2.5,1.03,0.9,-1.8742002350925044,15.277777777777777,11.333333333333334,-5.609387611662019,3.720859523135111,0,4
BTC,15m,0.55,1,52,45,2.5,2.5,1.03,0.95,-1.8742002350925044,15.277777777777777,11.333333333333334,-5.609387611662019,3.720859523135111,0,4
BTC,15m,0.55,1,52,45,2.5,3.0,1.0,0.9,-1.790695095323602,23.412698412698408,10.666666666666666,-5.246997232515924,3.720859523135086,1,4
BTC,15m,0.55,1,52,45,2.5,3.0,1.0,0.95,-1.790695095323602,23.412698412698408,10.666666666666666,-5.246997232515924,3.720859523135086,1,4
BTC,15m,0.55,1,52,45,2.5,3.0,1.03,0.9,-1.790695095323602,23.412698412698408,10.666666666666666,-5.246997232515924,3.720859523135086,1,4
BTC,15m,0.55,1,52,45,2.5,3.0,1.03,0.95,-1.790695095323602,23.412698412698408,10.666666666666666,-5.246997232515924,3.720859523135086,1,4
BTC,15m,0.55,1,55,45,2.0,2.5,1.0,0.9,-1.6117197786726933,17.619047619047617,10.0,-4.971189850789215,3.464954402004454,0,4
BTC,15m,0.55,1,55,45,2.0,2.5,1.0,0.95,-1.6117197786726933,17.619047619047617,10.0,-4.971189850789215,3.464954402004454,0,4
BTC,15m,0.55,1,55,45,2.0,2.5,1.03,0.9,-1.6117197786726933,17.619047619047617,10.0,-4.971189850789215,3.464954402004454,0,4
BTC,15m,0.55,1,55,45,2.0,2.5,1.03,0.95,-1.6117197786726933,17.619047619047617,10.0,-4.971189850789215,3.464954402004454,0,4
BTC,15m,0.55,1,55,45,2.0,3.0,1.0,0.9,-1.5290729213111292,25.555555555555554,9.333333333333334,-4.629081678388444,3.4649544020044423,1,4
BTC,15m,0.55,1,55,45,2.0,3.0,1.0,0.95,-1.5290729213111292,25.555555555555554,9.333333333333334,-4.629081678388444,3.4649544020044423,1,4
BTC,15m,0.55,1,55,45,2.0,3.0,1.03,0.9,-1.5290729213111292,25.555555555555554,9.333333333333334,-4.629081678388444,3.4649544020044423,1,4
BTC,15m,0.55,1,55,45,2.0,3.0,1.03,0.95,-1.5290729213111292,25.555555555555554,9.333333333333334,-4.629081678388444,3.4649544020044423,1,4
BTC,15m,0.55,1,55,45,2.5,2.5,1.0,0.9,-1.6117197786726933,17.619047619047617,10.0,-4.971189850789215,3.464954402004454,0,4
BTC,15m,0.55,1,55,45,2.5,2.5,1.0,0.95,-1.6117197786726933,17.619047619047617,10.0,-4.971189850789215,3.464954402004454,0,4
BTC,15m,0.55,1,55,45,2.5,2.5,1.03,0.9,-1.6117197786726933,17.619047619047617,10.0,-4.971189850789215,3.464954402004454,0,4
BTC,15m,0.55,1,55,45,2.5,2.5,1.03,0.95,-1.6117197786726933,17.619047619047617,10.0,-4.971189850789215,3.464954402004454,0,4
BTC,15m,0.55,1,55,45,2.5,3.0,1.0,0.9,-1.5290729213111292,25.555555555555554,9.333333333333334,-4.629081678388444,3.4649544020044423,1,4
BTC,15m,0.55,1,55,45,2.5,3.0,1.0,0.95,-1.5290729213111292,25.555555555555554,9.333333333333334,-4.629081678388444,3.4649544020044423,1,4
BTC,15m,0.55,1,55,45,2.5,3.0,1.03,0.9,-1.5290729213111292,25.555555555555554,9.333333333333334,-4.629081678388444,3.4649544020044423,1,4
BTC,15m,0.55,1,55,45,2.5,3.0,1.03,0.95,-1.5290729213111292,25.555555555555554,9.333333333333334,-4.629081678388444,3.4649544020044423,1,4
BTC,15m,0.55,2,52,45,2.0,2.5,1.0,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.55,2,52,45,2.0,2.5,1.0,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.55,2,52,45,2.0,2.5,1.03,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.55,2,52,45,2.0,2.5,1.03,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.55,2,52,45,2.0,3.0,1.0,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.55,2,52,45,2.0,3.0,1.0,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.55,2,52,45,2.0,3.0,1.03,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.55,2,52,45,2.0,3.0,1.03,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.55,2,52,45,2.5,2.5,1.0,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.55,2,52,45,2.5,2.5,1.0,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.55,2,52,45,2.5,2.5,1.03,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.55,2,52,45,2.5,2.5,1.03,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.55,2,52,45,2.5,3.0,1.0,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.55,2,52,45,2.5,3.0,1.0,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.55,2,52,45,2.5,3.0,1.03,0.9,-1.5072525299272572,3.7037037037037037,5.333333333333333,-6.354317126955697,2.17464243229607,0,0
BTC,15m,0.55,2,52,45,2.5,3.0,1.03,0.95,-1.4506683965608687,3.7037037037037037,5.666666666666667,-5.457169192790854,2.2271777424636596,0,0
BTC,15m,0.55,2,55,45,2.0,2.5,1.0,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.55,2,55,45,2.0,2.5,1.0,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.55,2,55,45,2.0,2.5,1.03,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.55,2,55,45,2.0,2.5,1.03,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.55,2,55,45,2.0,3.0,1.0,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.55,2,55,45,2.0,3.0,1.0,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.55,2,55,45,2.0,3.0,1.03,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.55,2,55,45,2.0,3.0,1.03,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.55,2,55,45,2.5,2.5,1.0,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.55,2,55,45,2.5,2.5,1.0,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.55,2,55,45,2.5,2.5,1.03,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.55,2,55,45,2.5,2.5,1.03,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.55,2,55,45,2.5,3.0,1.0,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.55,2,55,45,2.5,3.0,1.0,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.55,2,55,45,2.5,3.0,1.03,0.9,-1.2450070241058968,4.761904761904762,4.0,-5.588235626175042,1.9158107125585817,0,0
BTC,15m,0.55,2,55,45,2.5,3.0,1.03,0.95,-1.1882746573289842,4.761904761904762,4.333333333333333,-4.726528423841374,1.9684836494376763,0,0
BTC,15m,0.6,1,52,45,2.0,2.5,1.0,0.9,-1.378916862662468,15.277777777777777,10.666666666666666,-3.536468409156257,3.233668489640843,1,2
BTC,15m,0.6,1,52,45,2.0,2.5,1.0,0.95,-1.378916862662468,15.277777777777777,10.666666666666666,-3.536468409156257,3.233668489640843,1,2
BTC,15m,0.6,1,52,45,2.0,2.5,1.03,0.9,-1.378916862662468,15.277777777777777,10.666666666666666,-3.536468409156257,3.233668489640843,1,2
BTC,15m,0.6,1,52,45,2.0,2.5,1.03,0.95,-1.378916862662468,15.277777777777777,10.666666666666666,-3.536468409156257,3.233668489640843,1,2
BTC,15m,0.6,1,52,45,2.0,3.0,1.0,0.9,-1.2918175131684067,45.63492063492063,10.0,-3.440452367617213,3.2831086012685957,1,2
BTC,15m,0.6,1,52,45,2.0,3.0,1.0,0.95,-1.2918175131684067,45.63492063492063,10.0,-3.440452367617213,3.2831086012685957,1,2
BTC,15m,0.6,1,52,45,2.0,3.0,1.03,0.9,-1.2918175131684067,45.63492063492063,10.0,-3.440452367617213,3.2831086012685957,1,2
BTC,15m,0.6,1,52,45,2.0,3.0,1.03,0.95,-1.2918175131684067,45.63492063492063,10.0,-3.440452367617213,3.2831086012685957,1,2
BTC,15m,0.6,1,52,45,2.5,2.5,1.0,0.9,-1.378916862662468,15.277777777777777,10.666666666666666,-3.536468409156257,3.233668489640843,1,2
BTC,15m,0.6,1,52,45,2.5,2.5,1.0,0.95,-1.378916862662468,15.277777777777777,10.666666666666666,-3.536468409156257,3.233668489640843,1,2
BTC,15m,0.6,1,52,45,2.5,2.5,1.03,0.9,-1.378916862662468,15.277777777777777,10.666666666666666,-3.536468409156257,3.233668489640843,1,2
BTC,15m,0.6,1,52,45,2.5,2.5,1.03,0.95,-1.378916862662468,15.277777777777777,10.666666666666666,-3.536468409156257,3.233668489640843,1,2
BTC,15m,0.6,1,52,45,2.5,3.0,1.0,0.9,-1.2918175131684067,45.63492063492063,10.0,-3.440452367617213,3.2831086012685957,1,2
BTC,15m,0.6,1,52,45,2.5,3.0,1.0,0.95,-1.2918175131684067,45.63492063492063,10.0,-3.440452367617213,3.2831086012685957,1,2
BTC,15m,0.6,1,52,45,2.5,3.0,1.03,0.9,-1.2918175131684067,45.63492063492063,10.0,-3.440452367617213,3.2831086012685957,1,2
BTC,15m,0.6,1,52,45,2.5,3.0,1.03,0.95,-1.2918175131684067,45.63492063492063,10.0,-3.440452367617213,3.2831086012685957,1,2
BTC,15m,0.6,1,55,45,2.0,2.5,1.0,0.9,-1.1164364062426564,17.619047619047617,9.333333333333334,-2.8982706482834533,2.9777633685101854,1,2
BTC,15m,0.6,1,55,45,2.0,2.5,1.0,0.95,-1.1164364062426564,17.619047619047617,9.333333333333334,-2.8982706482834533,2.9777633685101854,1,2
BTC,15m,0.6,1,55,45,2.0,2.5,1.03,0.9,-1.1164364062426564,17.619047619047617,9.333333333333334,-2.8982706482834533,2.9777633685101854,1,2
BTC,15m,0.6,1,55,45,2.0,2.5,1.03,0.95,-1.1164364062426564,17.619047619047617,9.333333333333334,-2.8982706482834533,2.9777633685101854,1,2
BTC,15m,0.6,1,55,45,2.0,3.0,1.0,0.9,-1.0301953391559333,47.77777777777777,8.666666666666666,-2.8225368134897337,3.027203480137952,1,2
BTC,15m,0.6,1,55,45,2.0,3.0,1.0,0.95,-1.0301953391559333,47.77777777777777,8.666666666666666,-2.8225368134897337,3.027203480137952,1,2
BTC,15m,0.6,1,55,45,2.0,3.0,1.03,0.9,-1.0301953391559333,47.77777777777777,8.666666666666666,-2.8225368134897337,3.027203480137952,1,2
BTC,15m,0.6,1,55,45,2.0,3.0,1.03,0.95,-1.0301953391559333,47.77777777777777,8.666666666666666,-2.8225368134897337,3.027203480137952,1,2
BTC,15m,0.6,1,55,45,2.5,2.5,1.0,0.9,-1.1164364062426564,17.619047619047617,9.333333333333334,-2.8982706482834533,2.9777633685101854,1,2
BTC,15m,0.6,1,55,45,2.5,2.5,1.0,0.95,-1.1164364062426564,17.619047619047617,9.333333333333334,-2.8982706482834533,2.9777633685101854,1,2
BTC,15m,0.6,1,55,45,2.5,2.5,1.03,0.9,-1.1164364062426564,17.619047619047617,9.333333333333334,-2.8982706482834533,2.9777633685101854,1,2
BTC,15m,0.6,1,55,45,2.5,2.5,1.03,0.95,-1.1164364062426564,17.619047619047617,9.333333333333334,-2.8982706482834533,2.9777633685101854,1,2
BTC,15m,0.6,1,55,45,2.5,3.0,1.0,0.9,-1.0301953391559333,47.77777777777777,8.666666666666666,-2.8225368134897337,3.027203480137952,1,2
BTC,15m,0.6,1,55,45,2.5,3.0,1.0,0.95,-1.0301953391559333,47.77777777777777,8.666666666666666,-2.8225368134897337,3.027203480137952,1,2
BTC,15m,0.6,1,55,45,2.5,3.0,1.03,0.9,-1.0301953391559333,47.77777777777777,8.666666666666666,-2.8225368134897337,3.027203480137952,1,2
BTC,15m,0.6,1,55,45,2.5,3.0,1.03,0.95,-1.0301953391559333,47.77777777777777,8.666666666666666,-2.8225368134897337,3.027203480137952,1,2
BTC,15m,0.6,2,52,45,2.0,2.5,1.0,0.9,-1.7313480968481472,3.7037037037037037,5.333333333333333,-7.357361540858242,2.136020451317725,0,0
BTC,15m,0.6,2,52,45,2.0,2.5,1.0,0.95,-1.6747639634817588,3.7037037037037037,5.666666666666667,-6.460213606693398,2.1885557614853153,0,0
BTC,15m,0.6,2,52,45,2.0,2.5,1.03,0.9,-1.7313480968481472,3.7037037037037037,5.333333333333333,-7.357361540858242,2.136020451317725,0,0
BTC,15m,0.6,2,52,45,2.0,2.5,1.03,0.95,-1.6747639634817588,3.7037037037037037,5.666666666666667,-6.460213606693398,2.1885557614853153,0,0
BTC,15m,0.6,2,52,45,2.0,3.0,1.0,0.9,-1.7313480968481472,3.7037037037037037,5.333333333333333,-7.357361540858242,2.136020451317725,0,0
BTC,15m,0.6,2,52,45,2.0,3.0,1.0,0.95,-1.6747639634817588,3.7037037037037037,5.666666666666667,-6.460213606693398,2.1885557614853153,0,0
BTC,15m,0.6,2,52,45,2.0,3.0,1.03,0.9,-1.7313480968481472,3.7037037037037037,5.333333333333333,-7.357361540858242,2.136020451317725,0,0
BTC,15m,0.6,2,52,45,2.0,3.0,1.03,0.95,-1.6747639634817588,3.7037037037037037,5.666666666666667,-6.460213606693398,2.1885557614853153,0,0
BTC,15m,0.6,2,52,45,2.5,2.5,1.0,0.9,-1.7313480968481472,3.7037037037037037,5.333333333333333,-7.357361540858242,2.136020451317725,0,0
BTC,15m,0.6,2,52,45,2.5,2.5,1.0,0.95,-1.6747639634817588,3.7037037037037037,5.666666666666667,-6.460213606693398,2.1885557614853153,0,0
BTC,15m,0.6,2,52,45,2.5,2.5,1.03,0.9,-1.7313480968481472,3.7037037037037037,5.333333333333333,-7.357361540858242,2.136020451317725,0,0
BTC,15m,0.6,2,52,45,2.5,2.5,1.03,0.95,-1.6747639634817588,3.7037037037037037,5.666666666666667,-6.460213606693398,2.1885557614853153,0,0
