timestamp,open,high,low,close,volume,symbol,interval
2025-12-23 20:45:00+00:00,125.18,125.59,124.44,124.62,99441.25,SOL,15m
2025-12-23 21:00:00+00:00,124.63,124.66,123.87,124.19,40533.84,SOL,15m
2025-12-23 21:15:00+00:00,124.19,124.44,124.13,124.37,13046.75,SOL,15m
2025-12-23 21:30:00+00:00,124.36,124.56,124.19,124.34,10051.55,SOL,15m
2025-12-23 21:45:00+00:00,124.34,124.42,124.09,124.22,5453.62,SOL,15m
2025-12-23 22:00:00+00:00,124.22,124.43,123.9,124.02,10143.72,SOL,15m
2025-12-23 22:15:00+00:00,124.03,124.29,123.81,124.02,7535.89,SOL,15m
2025-12-23 22:30:00+00:00,123.95,124.06,123.53,123.97,40678.88,SOL,15m
2025-12-23 22:45:00+00:00,123.98,124.11,123.67,123.8,4695.06,SOL,15m
2025-12-23 23:00:00+00:00,123.81,123.81,123.51,123.65,6942.11,SOL,15m
2025-12-23 23:15:00+00:00,123.63,123.69,123.4,123.67,7197.62,SOL,15m
2025-12-23 23:30:00+00:00,123.67,124.07,123.59,124.07,7096.73,SOL,15m
2025-12-23 23:45:00+00:00,124.07,124.1,123.77,123.93,32096.18,SOL,15m
2025-12-24 00:00:00+00:00,123.93,124.22,123.61,123.77,44480.29,SOL,15m
2025-12-24 00:15:00+00:00,123.77,123.9,123.62,123.7,5942.97,SOL,15m
2025-12-24 00:30:00+00:00,123.7,123.96,123.54,123.65,16673.97,SOL,15m
2025-12-24 00:45:00+00:00,123.67,123.94,123.67,123.8,15078.15,SOL,15m
2025-12-24 01:00:00+00:00,123.82,124.13,123.64,123.64,6924.53,SOL,15m
2025-12-24 01:15:00+00:00,123.62,123.68,123.5,123.5,20643.02,SOL,15m
2025-12-24 01:30:00+00:00,123.5,123.74,123.02,123.1,34966.42,SOL,15m
2025-12-24 01:45:00+00:00,123.1,123.16,122.85,123.04,19302.9,SOL,15m
2025-12-24 02:00:00+00:00,123.07,123.07,122.37,122.56,45306.69,SOL,15m
2025-12-24 02:15:00+00:00,122.55,122.83,122.46,122.75,26437.76,SOL,15m
2025-12-24 02:30:00+00:00,122.75,122.83,121.71,121.95,29202.84,SOL,15m
2025-12-24 02:45:00+00:00,121.94,122.35,121.8,122.24,12208.5,SOL,15m
2025-12-24 03:00:00+00:00,122.25,122.25,121.7,121.94,16557.22,SOL,15m
2025-12-24 03:15:00+00:00,121.94,122.38,121.82,122.22,36341.67,SOL,15m
2025-12-24 03:30:00+00:00,122.23,122.53,122.23,122.43,5856.95,SOL,15m
2025-12-24 03:45:00+00:00,122.42,122.72,122.33,122.64,13632.3,SOL,15m
2025-12-24 04:00:00+00:00,122.65,122.96,122.48,122.5,19536.62,SOL,15m
2025-12-24 04:15:00+00:00,122.5,122.5,121.95,122.07,27349.86,SOL,15m
2025-12-24 04:30:00+00:00,122.06,122.11,121.73,121.77,16077.45,SOL,15m
