timestamp,open,high,low,close,volume,symbol,interval
2026-01-19 14:45:00+00:00,133.37,133.58,133.29,133.44,14719.07,SOL,15m
2026-01-19 15:00:00+00:00,133.44,133.76,133.38,133.58,16373.47,SOL,15m
2026-01-19 15:15:00+00:00,133.58,133.84,133.43,133.7,22906.0,SOL,15m
2026-01-19 15:30:00+00:00,133.75,133.84,133.39,133.44,10884.51,SOL,15m
2026-01-19 15:45:00+00:00,133.44,133.55,133.41,133.51,3128.63,SOL,15m
2026-01-19 16:00:00+00:00,133.51,133.75,133.43,133.56,25886.77,SOL,15m
2026-01-19 16:15:00+00:00,133.59,133.87,133.55,133.73,12023.54,SOL,15m
2026-01-19 16:30:00+00:00,133.73,134.13,133.71,134.01,76312.92,SOL,15m
2026-01-19 16:45:00+00:00,134.04,134.65,134.02,134.44,75231.04,SOL,15m
2026-01-19 17:00:00+00:00,134.43,134.5,134.07,134.22,4268.98,SOL,15m
2026-01-19 17:15:00+00:00,134.21,134.47,134.15,134.38,34121.79,SOL,15m
2026-01-19 17:30:00+00:00,134.37,134.37,134.04,134.16,6262.5,SOL,15m
2026-01-19 17:45:00+00:00,134.16,134.28,134.08,134.24,3144.17,SOL,15m
2026-01-19 18:00:00+00:00,134.24,134.31,133.87,133.92,5538.71,SOL,15m
2026-01-19 18:15:00+00:00,133.91,134.02,133.86,133.96,6946.09,SOL,15m
2026-01-19 18:30:00+00:00,133.96,134.34,133.94,134.31,5366.4,SOL,15m
2026-01-19 18:45:00+00:00,134.31,134.36,134.1,134.23,2688.93,SOL,15m
2026-01-19 19:00:00+00:00,134.22,134.42,134.21,134.37,1590.19,SOL,15m
2026-01-19 19:15:00+00:00,134.36,134.67,134.35,134.47,6200.19,SOL,15m
2026-01-19 19:30:00+00:00,134.46,134.61,134.21,134.55,16820.23,SOL,15m
2026-01-19 19:45:00+00:00,134.54,134.54,134.36,134.41,7729.61,SOL,15m
2026-01-19 20:00:00+00:00,134.42,134.56,134.41,134.49,6302.34,SOL,15m
2026-01-19 20:15:00+00:00,134.49,135.12,134.46,135.04,27203.65,SOL,15m
2026-01-19 20:30:00+00:00,135.05,135.09,134.7,134.71,10693.75,SOL,15m
2026-01-19 20:45:00+00:00,134.7,134.72,134.54,134.67,4572.69,SOL,15m
2026-01-19 21:00:00+00:00,134.67,134.94,134.42,134.49,10220.98,SOL,15m
2026-01-19 21:15:00+00:00,134.49,134.49,134.2,134.29,10924.39,SOL,15m
2026-01-19 21:30:00+00:00,134.31,134.36,134.14,134.25,3572.6,SOL,15m
2026-01-19 21:45:00+00:00,134.25,134.25,134.04,134.07,4983.39,SOL,15m
2026-01-19 22:00:00+00:00,134.07,134.15,133.46,133.8,52574.07,SOL,15m
2026-01-19 22:15:00+00:00,133.81,134.08,133.81,133.89,40535.04,SOL,15m
2026-01-19 22:30:00+00:00,133.89,133.9,132.82,133.24,189430.14,SOL,15m
2026-01-19 22:45:00+00:00,133.24,133.5,132.87,132.88,14023.89,SOL,15m
2026-01-19 23:00:00+00:00,132.87,133.35,132.62,133.12,52837.58,SOL,15m
2026-01-19 23:15:00+00:00,133.12,133.5,132.8,133.4,39693.56,SOL,15m
2026-01-19 23:30:00+00:00,133.42,133.86,133.39,133.55,47124.35,SOL,15m
2026-01-19 23:45:00+00:00,133.55,133.63,133.29,133.38,20101.97,SOL,15m
2026-01-20 00:00:00+00:00,133.38,133.8,133.26,133.57,41973.36,SOL,15m
2026-01-20 00:15:00+00:00,133.55,133.55,133.0,133.19,12689.4,SOL,15m
2026-01-20 00:30:00+00:00,133.2,133.86,133.2,133.79,16978.69,SOL,15m
2026-01-20 00:45:00+00:00,133.79,133.87,133.53,133.66,3113.99,SOL,15m
2026-01-20 01:00:00+00:00,133.63,133.79,133.23,133.56,5340.05,SOL,15m
2026-01-20 01:15:00+00:00,133.54,134.23,133.47,134.21,16726.32,SOL,15m
2026-01-20 01:30:00+00:00,134.2,134.2,133.71,133.75,4978.23,SOL,15m
2026-01-20 01:45:00+00:00,133.76,134.0,133.73,133.81,3449.37,SOL,15m
2026-01-20 02:00:00+00:00,133.86,133.86,133.32,133.45,7350.35,SOL,15m
2026-01-20 02:15:00+00:00,133.43,133.59,133.29,133.54,4518.1,SOL,15m
2026-01-20 02:30:00+00:00,133.57,133.99,133.57,133.83,7969.71,SOL,15m
2026-01-20 02:45:00+00:00,133.82,134.08,133.7,133.8,5422.23,SOL,15m
2026-01-20 03:00:00+00:00,133.8,133.87,133.49,133.59,8196.29,SOL,15m
2026-01-20 03:15:00+00:00,133.58,133.72,133.45,133.6,4376.48,SOL,15m
2026-01-20 03:30:00+00:00,133.59,134.16,133.48,134.12,12709.98,SOL,15m
2026-01-20 03:45:00+00:00,134.12,134.59,134.06,134.18,39128.46,SOL,15m
2026-01-20 04:00:00+00:00,134.17,134.17,133.67,133.71,8558.2,SOL,15m
2026-01-20 04:15:00+00:00,133.7,133.7,133.24,133.53,27383.16,SOL,15m
2026-01-20 04:30:00+00:00,133.54,133.65,133.35,133.38,1170.43,SOL,15m
2026-01-20 04:45:00+00:00,133.37,133.49,133.15,133.35,5170.5,SOL,15m
2026-01-20 05:00:00+00:00,133.34,133.46,132.34,132.52,120624.66,SOL,15m
2026-01-20 05:15:00+00:00,132.54,133.09,132.44,132.98,64251.09,SOL,15m
2026-01-20 05:30:00+00:00,133.01,133.23,132.77,132.89,17725.82,SOL,15m
2026-01-20 05:45:00+00:00,132.89,133.29,132.87,132.98,9074.33,SOL,15m
2026-01-20 06:00:00+00:00,132.98,132.98,132.46,132.5,9840.78,SOL,15m
2026-01-20 06:15:00+00:00,132.5,132.54,130.94,131.96,272496.56,SOL,15m
2026-01-20 06:30:00+00:00,131.95,131.98,131.4,131.91,67393.18,SOL,15m
2026-01-20 06:45:00+00:00,131.89,131.9,130.98,131.12,39695.08,SOL,15m
2026-01-20 07:00:00+00:00,131.12,131.69,131.07,131.41,48413.31,SOL,15m
2026-01-20 07:15:00+00:00,131.42,131.56,131.31,131.37,16737.68,SOL,15m
2026-01-20 07:30:00+00:00,131.39,131.41,131.18,131.25,12076.51,SOL,15m
