timestamp,open,high,low,close,volume,symbol,interval
2025-12-23 20:45:00+00:00,2978.9,2987.3,2963.9,2968.6,14191.1908,ETH,15m
2025-12-23 21:00:00+00:00,2968.6,2973.0,2959.1,2966.5,6957.7974,ETH,15m
2025-12-23 21:15:00+00:00,2966.8,2971.5,2963.2,2969.8,2090.7287,ETH,15m
2025-12-23 21:30:00+00:00,2969.8,2972.9,2965.6,2967.4,1305.449,ETH,15m
2025-12-23 21:45:00+00:00,2967.6,2975.0,2967.6,2973.1,1749.9948,ETH,15m
2025-12-23 22:00:00+00:00,2973.4,2979.1,2953.1,2960.6,15619.3303,ETH,15m
2025-12-23 22:15:00+00:00,2961.0,2965.0,2956.9,2960.9,1322.0916,ETH,15m
2025-12-23 22:30:00+00:00,2960.9,2964.0,2948.9,2962.2,9382.8146,ETH,15m
2025-12-23 22:45:00+00:00,2962.3,2964.1,2954.3,2959.6,1244.8235,ETH,15m
2025-12-23 23:00:00+00:00,2959.6,2959.7,2950.6,2958.3,1690.4882,ETH,15m
2025-12-23 23:15:00+00:00,2958.2,2960.4,2954.4,2960.0,3475.8234,ETH,15m
2025-12-23 23:30:00+00:00,2960.0,2972.1,2958.9,2972.0,9023.2805,ETH,15m
2025-12-23 23:45:00+00:00,2972.0,2972.1,2961.9,2963.3,8145.7013,ETH,15m
2025-12-24 00:00:00+00:00,2963.2,2967.5,2958.5,2960.1,1657.7933,ETH,15m
2025-12-24 00:15:00+00:00,2960.0,2961.6,2955.4,2957.8,186.3645,ETH,15m
2025-12-24 00:30:00+00:00,2957.7,2967.4,2955.0,2964.2,856.1666,ETH,15m
2025-12-24 00:45:00+00:00,2964.3,2973.0,2962.5,2973.0,8418.1185,ETH,15m
2025-12-24 01:00:00+00:00,2972.6,2977.1,2968.7,2971.3,3035.5052,ETH,15m
2025-12-24 01:15:00+00:00,2971.2,2971.3,2967.9,2969.0,1833.0635,ETH,15m
2025-12-24 01:30:00+00:00,2968.7,2970.9,2959.7,2961.7,7856.8478,ETH,15m
2025-12-24 01:45:00+00:00,2961.9,2965.6,2959.3,2962.7,2086.8171,ETH,15m
2025-12-24 02:00:00+00:00,2962.6,2963.8,2945.8,2949.3,3177.1315,ETH,15m
2025-12-24 02:15:00+00:00,2949.3,2950.9,2942.3,2944.8,2183.9868,ETH,15m
2025-12-24 02:30:00+00:00,2944.5,2946.6,2921.9,2926.6,6537.05,ETH,15m
2025-12-24 02:45:00+00:00,2926.6,2937.7,2925.0,2934.3,4547.2946,ETH,15m
2025-12-24 03:00:00+00:00,2934.3,2934.3,2920.3,2926.2,3956.8643,ETH,15m
2025-12-24 03:15:00+00:00,2925.9,2939.0,2924.6,2934.9,5304.0049,ETH,15m
2025-12-24 03:30:00+00:00,2934.8,2944.3,2934.8,2941.6,2313.1306,ETH,15m
2025-12-24 03:45:00+00:00,2941.7,2947.0,2941.6,2945.2,2301.6166,ETH,15m
2025-12-24 04:00:00+00:00,2944.7,2957.7,2944.1,2953.0,2947.9062,ETH,15m
2025-12-24 04:15:00+00:00,2953.1,2953.4,2942.4,2944.0,1455.0997,ETH,15m
2025-12-24 04:30:00+00:00,2944.0,2946.0,2938.3,2942.7,1850.8894,ETH,15m
2025-12-24 04:45:00+00:00,2942.4,2943.8,2933.4,2934.3,2577.3899,ETH,15m
2025-12-24 05:00:00+00:00,2934.4,2940.2,2931.2,2933.5,581.834,ETH,15m
2025-12-24 05:15:00+00:00,2934.0,2939.5,2928.9,2935.1,2347.7384,ETH,15m
2025-12-24 05:30:00+00:00,2935.2,2935.7,2921.2,2923.2,5213.4765,ETH,15m
2025-12-24 05:45:00+00:00,2923.0,2929.7,2916.5,2928.0,2610.5528,ETH,15m
2025-12-24 06:00:00+00:00,2928.1,2930.0,2921.9,2924.7,1594.957,ETH,15m
2025-12-24 06:15:00+00:00,2924.7,2937.4,2924.0,2932.7,1227.8945,ETH,15m
2025-12-24 06:30:00+00:00,2932.6,2935.6,2929.1,2934.8,1806.0546,ETH,15m
2025-12-24 06:45:00+00:00,2935.0,2935.2,2929.6,2932.2,2781.9845,ETH,15m
2025-12-24 07:00:00+00:00,2932.2,2936.0,2932.2,2935.2,1245.7961,ETH,15m
2025-12-24 07:15:00+00:00,2935.2,2937.7,2930.3,2932.4,412.4039,ETH,15m
2025-12-24 07:30:00+00:00,2932.8,2942.8,2932.6,2940.7,1464.8509,ETH,15m
2025-12-24 07:45:00+00:00,2940.6,2942.2,2931.1,2931.2,1159.0605,ETH,15m
2025-12-24 08:00:00+00:00,2931.2,2935.2,2929.4,2933.1,1354.8429,ETH,15m
2025-12-24 08:15:00+00:00,2933.1,2938.6,2926.1,2933.1,2651.8873,ETH,15m
2025-12-24 08:30:00+00:00,2932.9,2935.7,2920.9,2929.9,1983.4285,ETH,15m
2025-12-24 08:45:00+00:00,2929.8,2930.7,2920.4,2921.6,1027.6761,ETH,15m
2025-12-24 09:00:00+00:00,2922.2,2928.7,2922.2,2928.7,2199.3815,ETH,15m
2025-12-24 09:15:00+00:00,2928.7,2930.0,2922.0,2922.8,3466.9353,ETH,15m
2025-12-24 09:30:00+00:00,2922.8,2922.9,2912.9,2919.3,7524.1633,ETH,15m
2025-12-24 09:45:00+00:00,2919.4,2924.5,2918.3,2918.9,4902.0826,ETH,15m
2025-12-24 10:00:00+00:00,2918.9,2928.0,2918.9,2927.9,8198.7657,ETH,15m
2025-12-24 10:15:00+00:00,2928.0,2929.5,2925.3,2928.4,2877.6646,ETH,15m
2025-12-24 10:30:00+00:00,2928.5,2933.4,2928.4,2931.1,6234.4789,ETH,15m
2025-12-24 10:45:00+00:00,2931.1,2931.7,2926.8,2927.0,765.2246,ETH,15m
2025-12-24 11:00:00+00:00,2927.0,2937.2,2927.0,2933.4,884.405,ETH,15m
2025-12-24 11:15:00+00:00,2933.4,2933.7,2931.2,2931.5,1090.5743,ETH,15m
2025-12-24 11:30:00+00:00,2931.6,2933.1,2927.8,2930.1,1158.3667,ETH,15m
2025-12-24 11:45:00+00:00,2930.2,2931.0,2924.7,2925.0,1396.2656,ETH,15m
2025-12-24 12:00:00+00:00,2925.0,2929.0,2923.0,2929.0,2807.7054,ETH,15m
2025-12-24 12:15:00+00:00,2929.0,2934.7,2928.0,2930.6,2871.939,ETH,15m
2025-12-24 12:30:00+00:00,2930.5,2936.9,2930.4,2935.6,6137.0539,ETH,15m
2025-12-24 12:45:00+00:00,2935.5,2938.5,2931.9,2935.9,2088.1022,ETH,15m
2025-12-24 13:00:00+00:00,2935.9,2936.5,2928.2,2930.2,3602.0229,ETH,15m
2025-12-24 13:15:00+00:00,2930.4,2932.1,2927.1,2931.7,1727.4789,ETH,15m
2025-12-24 13:30:00+00:00,2931.7,2934.5,2924.3,2927.5,2454.1919,ETH,15m
2025-12-24 13:45:00+00:00,2927.4,2932.7,2927.0,2930.2,1728.4992,ETH,15m
2025-12-24 14:00:00+00:00,2930.6,2935.6,2930.5,2934.1,3490.1085,ETH,15m
2025-12-24 14:15:00+00:00,2934.1,2934.9,2926.4,2927.7,817.884,ETH,15m
2025-12-24 14:30:00+00:00,2927.4,2931.2,2885.8,2909.9,28160.6935,ETH,15m
2025-12-24 14:45:00+00:00,2909.8,2924.9,2899.7,2913.5,10764.556,ETH,15m
2025-12-24 15:00:00+00:00,2913.6,2922.3,2909.2,2913.0,7584.8778,ETH,15m
2025-12-24 15:15:00+00:00,2913.0,2918.4,2902.0,2913.6,7011.0512,ETH,15m
2025-12-24 15:30:00+00:00,2913.1,2930.0,2912.5,2923.6,8956.5767,ETH,15m
2025-12-24 15:45:00+00:00,2923.5,2926.5,2919.1,2924.8,2749.9097,ETH,15m
2025-12-24 16:00:00+00:00,2924.7,2934.7,2923.5,2930.6,4421.3917,ETH,15m
2025-12-24 16:15:00+00:00,2930.7,2933.8,2920.6,2921.6,1447.6388,ETH,15m
2025-12-24 16:30:00+00:00,2921.7,2948.8,2921.6,2943.4,7047.5391,ETH,15m
2025-12-24 16:45:00+00:00,2943.9,2944.5,2934.3,2939.8,7414.2659,ETH,15m
2025-12-24 17:00:00+00:00,2940.0,2946.4,2938.3,2940.8,3882.887,ETH,15m
2025-12-24 17:15:00+00:00,2940.7,2945.4,2939.2,2945.2,10281.9599,ETH,15m
2025-12-24 17:30:00+00:00,2945.3,2953.2,2937.6,2941.6,7748.3795,ETH,15m
2025-12-24 17:45:00+00:00,2941.1,2944.4,2934.4,2936.1,1716.4491,ETH,15m
2025-12-24 18:00:00+00:00,2935.9,2939.9,2931.7,2933.7,1602.8939,ETH,15m
2025-12-24 18:15:00+00:00,2933.7,2938.2,2929.4,2937.0,1269.2323,ETH,15m
2025-12-24 18:30:00+00:00,2937.0,2943.3,2935.5,2943.2,503.6014,ETH,15m
2025-12-24 18:45:00+00:00,2943.0,2944.1,2940.1,2941.1,474.9798,ETH,15m
2025-12-24 19:00:00+00:00,2941.1,2942.6,2937.5,2938.8,545.1467,ETH,15m
